# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  152       6.763153966803e-10       1.291819229262e-13      -5.921949555845e-12       9.379326434196e-16       3.078557297187e-12       5.684969520402e-13      -3.429588527248e-15 
  153       6.801431803506e-10       1.272375953537e-13      -5.841000482260e-12       9.514810756076e-16       3.021024271527e-12       5.605175749627e-13      -3.353759935589e-15 
  154       6.838956761491e-10       1.252743517701e-13      -5.755245801736e-12       9.651472494355e-16       2.964960388743e-12       5.527085835086e-13      -3.278703376677e-15 
  155       6.875711158237e-10       1.232971755156e-13      -5.664692396778e-12       9.789307888322e-16       2.910316164591e-12       5.450587011712e-13      -3.204241424791e-15 
  156       6.911677078242e-10       1.213112566302e-13      -5.569351344801e-12       9.928312741265e-16       2.857035167272e-12       5.375554798208e-13      -3.130183597786e-15 
  157       6.946836369351e-10       1.193219946393e-13      -5.469237994714e-12       1.006848241304e-15       2.805053875742e-12       5.301852766946e-13      -3.056326118530e-15 
  158       6.981170639100e-10       1.173350013416e-13      -5.364372043503e-12       1.020981181264e-15       2.754301538019e-12       5.229332313852e-13      -2.982451676348e-15 
  159       7.014661251049e-10       1.153561035951e-13      -5.254777612813e-12       1.035229539076e-15       2.704700029490e-12       5.157832428297e-13      -2.908329188467e-15 
  160       7.047289321116e-10       1.133913461046e-13      -5.140483325534e-12       1.049592713235e-15       2.656163711221e-12       5.087179462988e-13      -2.833713561453e-15 
  161       7.079036950157e-10       1.114467453618e-13      -5.021519876416e-12       1.064070033202e-15       2.608616952003e-12       5.017224903064e-13      -2.758401313198e-15 
  162       7.109891051859e-10       1.095275211641e-13      -4.897912341736e-12       1.078660691335e-15       2.562048733288e-12       4.947962909944e-13      -2.682403467326e-15 
  163       7.139839857929e-10       1.076388021467e-13      -4.769687332749e-12       1.093363803485e-15       2.516462624795e-12       4.879422780812e-13      -2.605787563554e-15 
  164       7.168871714313e-10       1.057858701459e-13      -4.636875505030e-12       1.108178429346e-15       2.471859495141e-12       4.811631829466e-13      -2.528623190598e-15 
  165       7.196975083215e-10       1.039741618405e-13      -4.499511623520e-12       1.123103571603e-15       2.428237451412e-12       4.744615331033e-13      -2.450982004617e-15 
  166       7.224138545130e-10       1.022092703942e-13      -4.357634627583e-12       1.138138175097e-15       2.385591778741e-12       4.678396466693e-13      -2.372937747665e-15 
  167       7.250350800859e-10       1.004969470974e-13      -4.211287696059e-12       1.153281125977e-15       2.343914879887e-12       4.612996268397e-13      -2.294566266142e-15 
  168       7.275600673541e-10       9.884310300886e-14      -4.060518312320e-12       1.168531250858e-15       2.303196214809e-12       4.548433563585e-13      -2.215945529243e-15 
  169       7.299877110672e-10       9.725381059810e-14      -3.905378329320e-12       1.183887315977e-15       2.263422240245e-12       4.484724919907e-13      -2.137155647406e-15 
  170       7.323169186132e-10       9.573530538699e-14      -3.745924034648e-12       1.199348026354e-15       2.224576349284e-12       4.421884589940e-13      -2.058278890763e-15 
  171       7.345466102209e-10       9.429398759179e-14      -3.582216215586e-12       1.214912024942e-15       2.186638810949e-12       4.359924455912e-13      -1.979399707593e-15 
  172       7.366757191623e-10       9.293642376512e-14      -3.414320224160e-12       1.230577891792e-15       2.149586709769e-12       4.298853974415e-13      -1.900604742763e-15 
  173       7.387031919550e-10       9.166934843784e-14      -3.242306042193e-12       1.246344143201e-15       2.113393885357e-12       4.238680121130e-13      -1.821982856190e-15 
  174       7.406279885647e-10       9.049966576102e-14      -3.066248346361e-12       1.262209230877e-15       2.078030871987e-12       4.179407335543e-13      -1.743625141280e-15 
  175       7.424490826077e-10       8.943445114786e-14      -2.886226573243e-12       1.278171541091e-15       2.043464838172e-12       4.121037465667e-13      -1.665624943382e-15 
  176       7.441654615530e-10       8.848095291560e-14      -2.702324984378e-12       1.294229393836e-15       2.009659526236e-12       4.063569712758e-13      -1.588077878240e-15 
  177       7.457761269252e-10       8.764659392752e-14      -2.514632731316e-12       1.310381041981e-15       1.976575191896e-12       4.007000576038e-13      -1.511081850439e-15 
  178       7.472800945067e-10       8.693897323480e-14      -2.323243920676e-12       1.326624670432e-15       1.944168543836e-12       3.951323797411e-13      -1.434737071856e-15 
  179       7.486763945400e-10       8.636586771851e-14      -2.128257679191e-12       1.342958395287e-15       1.912392683283e-12       3.896530306184e-13      -1.359146080110e-15 
  180       7.499641489752e-10       8.593480580185e-14      -1.929772782164e-12       1.359380314389e-15       1.881206493202e-12       3.842610382024e-13      -1.284397644185e-15 
  181       7.511428096557e-10       8.565174726492e-14      -1.727870925431e-12       1.375888665251e-15       1.850603766688e-12       3.789560451561e-13      -1.210517012133e-15 
  182       7.522119394981e-10       8.552230139954e-14      -1.522632245539e-12       1.392481678091e-15       1.820586283297e-12       3.737376727135e-13      -1.137511734876e-15 
  183       7.531711376317e-10       8.555214557390e-14      -1.314140681575e-12       1.409157524922e-15       1.791154542059e-12       3.686052990332e-13      -1.065387383032e-15 
  184       7.540200398843e-10       8.574702529837e-14      -1.102484020191e-12       1.425914318892e-15       1.762307735862e-12       3.635580544880e-13      -9.941475060233e-16 
  185       7.547583192691e-10       8.611275429124e-14      -8.877539406341e-13       1.442750113631e-15       1.734043725834e-12       3.585948169533e-13      -9.237935911763e-16 
  186       7.553856864701e-10       8.665521454450e-14      -6.700460597790e-13       1.459662902600e-15       1.706359015723e-12       3.537142070962e-13      -8.543250228248e-16 
  187       7.559018903289e-10       8.738035638959e-14      -4.494599771532e-13       1.476650618435e-15       1.679248726281e-12       3.489145836646e-13      -7.857390414121e-16 
  188       7.563067183308e-10       8.829419856318e-14      -2.260993199682e-13       1.493711132293e-15       1.652706569645e-12       3.441940387760e-13      -7.180307025932e-16 
  189       7.565999970906e-10       8.940282827293e-14      -7.178814881383e-17       1.510842253197e-15       1.626724823719e-12       3.395503932067e-13      -6.511928363370e-16 
  190       7.567815928395e-10       9.071240126327e-14       2.285108006381e-13       1.528041727389e-15       1.601294306553e-12       3.349811916805e-13      -5.852160060290e-16 
  191       7.568514119106e-10       9.222914188115e-14       4.595324659542e-13       1.545307237665e-15       1.576404350733e-12       3.304836981577e-13      -5.200884675734e-16 
  192       7.568094012257e-10       9.395934314179e-14       6.928730195601e-13       1.562636402733e-15       1.552042777751e-12       3.260548911244e-13      -4.557961284954e-16 
  193       7.566555487811e-10       9.590936679451e-14       9.284080203866e-13       1.580026776549e-15       1.528195872399e-12       3.216914588809e-13      -3.923225070436e-16 
  194       7.563898841341e-10       9.808564338841e-14       1.166008729505e-12       1.597475847669e-15       1.504848357141e-12       3.173897948313e-13      -3.296486912922e-16 
  195       7.560124788888e-10       1.004946723382e-13       1.405542065098e-12       1.614981038597e-15       1.481983366501e-12       3.131459927720e-13      -2.677532982436e-16 
  196       7.555234471829e-10       1.031430219900e-13       1.646870557431e-12       1.632539705123e-15       1.459582421441e-12       3.089558421807e-13      -2.066124329302e-16 
  197       7.549229461734e-10       1.060373296869e-13       1.889852303821e-12       1.650149135679e-15       1.437625403748e-12       3.048148235056e-13      -1.461996475174e-16 
  198       7.542111765230e-10       1.091843018350e-13       2.134340923610e-12       1.667806550677e-15       1.416090530410e-12       3.007181034544e-13      -8.648590040527e-17 
  199       7.533883828863e-10       1.125907139691e-13       2.380185513133e-12       1.685509101860e-15       1.394954327999e-12       2.966605302827e-13      -2.743951533144e-17 
  200       7.524548543961e-10       1.162634108184e-13       2.627230600692e-12       1.703253871647e-15       1.374191607059e-12       2.926366290838e-13       3.097385952702e-17 
  201       7.514109349768e-10       1.202087714621e-13       2.875324778885e-12       1.721038014804e-15       1.353780397755e-12       2.886418822014e-13       8.878347398567e-17 
  202       7.502570540946e-10       1.244310620857e-13       3.124347382400e-12       1.738859196097e-15       1.333717203019e-12       2.846766821896e-13       1.459894389887e-16 
  203       7.489936991445e-10       1.289339655505e-13       3.374183631228e-12       1.756715182673e-15       1.314002786820e-12       2.807426524614e-13       2.025851233652e-16 
  204       7.476214063314e-10       1.337211042219e-13       3.624716105317e-12       1.774603704320e-15       1.294637299935e-12       2.768413866352e-13       2.585648356481e-16 
  205       7.461407611863e-10       1.387960384547e-13       3.875824725192e-12       1.792522453229e-15       1.275620268990e-12       2.729744476231e-13       3.139238418650e-16 
  206       7.445523990809e-10       1.441622650781e-13       4.127386732568e-12       1.810469083763e-15       1.256950585504e-12       2.691433667171e-13       3.686583833277e-16 
  207       7.428570057432e-10       1.498232158800e-13       4.379276670971e-12       1.828441212222e-15       1.238626494942e-12       2.653496426771e-13       4.227656944221e-16 
  208       7.410553177725e-10       1.557822560922e-13       4.631366366351e-12       1.846436416612e-15       1.220645585751e-12       2.615947408173e-13       4.762440203989e-16 
  209       7.391481231550e-10       1.620426828750e-13       4.883524907703e-12       1.864452236410e-15       1.203004778409e-12       2.578800920940e-13       5.290926351631e-16 
  210       7.371362617786e-10       1.686077238024e-13       5.135618627678e-12       1.882486172334e-15       1.185700314470e-12       2.542070921926e-13       5.813118590641e-16 
  211       7.350206259487e-10       1.754805353464e-13       5.387511083207e-12       1.900535686104e-15       1.168727745608e-12       2.505771006146e-13       6.329030766861e-16 
  212       7.328021609028e-10       1.826642013624e-13       5.639063036113e-12       1.918598200216e-15       1.152081922665e-12       2.469914397648e-13       6.838687546378e-16 
  213       7.304818653263e-10       1.901617315735e-13       5.890132433727e-12       1.936671097701e-15       1.135756984690e-12       2.434513940387e-13       7.342124593427e-16 
  214       7.280607918676e-10       1.979760600556e-13       6.140574389510e-12       1.954751721900e-15       1.119746347991e-12       2.399582089096e-13       7.839388748288e-16 
  215       7.255400476532e-10       2.061100437224e-13       6.390241163665e-12       1.972837376224e-15       1.104042695174e-12       2.365130900157e-13       8.330538205192e-16 
  216       7.229207948031e-10       2.145664608099e-13       6.638982143756e-12       1.990925323926e-15       1.088637964193e-12       2.331172022470e-13       8.815642690216e-16 
  217       7.202042509460e-10       2.233480093613e-13       6.886643825323e-12       2.009012787863e-15       1.073523337391e-12       2.297716688333e-13       9.294783639187e-16 
  218       7.173916897347e-10       2.324573057120e-13       7.133069792504e-12       2.027096950269e-15       1.058689230547e-12       2.264775704303e-13       9.768054375582e-16 
  219       7.144844413610e-10       2.418968829743e-13       7.378100698644e-12       2.045174952514e-15       1.044125281922e-12       2.232359442078e-13       1.023556028843e-15 
  220       7.114838930713e-10       2.516691895221e-13       7.621574246919e-12       2.063243894877e-15       1.029820341300e-12       2.200477829362e-13       1.069741901020e-15 
  221       7.083914896818e-10       2.617765874762e-13       7.863325170947e-12       2.081300836313e-15       1.015762459039e-12       2.169140340737e-13       1.115376059472e-15 
  222       7.052087340935e-10       2.722213511884e-13       8.103185215411e-12       2.099342794213e-15       1.001938875110e-12       2.138355988539e-13       1.160472769508e-15 
  223       7.019371878078e-10       2.830056657271e-13       8.340983116670e-12       2.117366744180e-15       9.883360081456e-13       2.108133313727e-13       1.205047574150e-15 
  224       6.985784052954e-10       2.941311851519e-13       8.576555801283e-12       2.135369826113e-15       9.749420860830e-13       2.078478208224e-13       1.249112401684e-15 
  225       6.951337313487e-10       3.055976789265e-13       8.809782821614e-12       2.153349977688e-15       9.617552486859e-13       2.049387245301e-13       1.292660501991e-15 
  226       6.916044916964e-10       3.174042955341e-13       9.040554096996e-12       2.171305341161e-15       9.487759448274e-13       2.020853902651e-13       1.335680576020e-15 
  227       6.879920583333e-10       3.295499923156e-13       9.268758902137e-12       2.189234060964e-15       9.360043330836e-13       1.992870678165e-13       1.378161605033e-15 
  228       6.842978498791e-10       3.420335329062e-13       9.494285874448e-12       2.207134283961e-15       9.234402770677e-13       1.965429075639e-13       1.420092856706e-15 
  229       6.805233319353e-10       3.548534846719e-13       9.717023021365e-12       2.225004159708e-15       9.110833407649e-13       1.938519590484e-13       1.461463891226e-15 
  230       6.766700174435e-10       3.680082161466e-13       9.936857727680e-12       2.242841840711e-15       8.989327838664e-13       1.912131695430e-13       1.502264567387e-15 
  231       6.727394670426e-10       3.814958944684e-13       1.015367676287e-11       2.260645482680e-15       8.869875571048e-13       1.886253826242e-13       1.542485048696e-15 
  232       6.687332894274e-10       3.953144828167e-13       1.036736628840e-11       2.278413244796e-15       8.752462975876e-13       1.860873367423e-13       1.582115809466e-15 
  233       6.646531417054e-10       4.094617378486e-13       1.057781186509e-11       2.296143289957e-15       8.637073241326e-13       1.835976637924e-13       1.621147640918e-15 
  234       6.605007297554e-10       4.239352071359e-13       1.078489846040e-11       2.313833785049e-15       8.523686326018e-13       1.811548876853e-13       1.659571657279e-15 
  235       6.562778085847e-10       4.387322266014e-13       1.098851045579e-11       2.331482901192e-15       8.412278912363e-13       1.787574229185e-13       1.697379301880e-15 
  236       6.519861826872e-10       4.538499179560e-13       1.118853165402e-11       2.349088814007e-15       8.302824359908e-13       1.764035731466e-13       1.734562353257e-15 
  237       6.476277064009e-10       4.692851861354e-13       1.138484528650e-11       2.366649703871e-15       8.195292658679e-13       1.740915297528e-13       1.771112931251e-15 
  238       6.432042842658e-10       4.850347167364e-13       1.157733402058e-11       2.384163756173e-15       8.089650382528e-13       1.718193704192e-13       1.807023503100e-15 
  239       6.387178713817e-10       5.010949734542e-13       1.176587996691e-11       2.401629161576e-15       7.985860642478e-13       1.695850576979e-13       1.842286889549e-15 
  240       6.341704737659e-10       5.174621955184e-13       1.195036468677e-11       2.419044116271e-15       7.883883040068e-13       1.673864375820e-13       1.876896270940e-15 
  241       6.295641487111e-10       5.341323951307e-13       1.213066919937e-11       2.436406822239e-15       7.783673620700e-13       1.652212380761e-13       1.910845193314e-15 
  242       6.249010051428e-10       5.511013549004e-13       1.230667398917e-11       2.453715487507e-15       7.685184826981e-13       1.630870677675e-13       1.944127574511e-15 
  243       6.201832039774e-10       5.683646252821e-13       1.247825901325e-11       2.470968326406e-15       7.588365452070e-13       1.609814143969e-13       1.976737710268e-15 
  244       6.154129584799e-10       5.859175220121e-13       1.264530370861e-11       2.488163559828e-15       7.493160593024e-13       1.589016434292e-13       2.008670280317e-15 
  245       6.105925346217e-10       6.037551235449e-13       1.280768699947e-11       2.505299415489e-15       7.399511604144e-13       1.568449966245e-13       2.039920354487e-15 
  246       6.057242514381e-10       6.218722684900e-13       1.296528730464e-11       2.522374128180e-15       7.307356050315e-13       1.548085906089e-13       2.070483398800e-15 
  247       6.008104813863e-10       6.402635530490e-13       1.311798254483e-11       2.539385940030e-15       7.216627660358e-13       1.527894154453e-13       2.100355281572e-15 
  248       5.958536507033e-10       6.589233284516e-13       1.326565014998e-11       2.556333100765e-15       7.127256280373e-13       1.507843332045e-13       2.129532279508e-15 
  249       5.908562397633e-10       6.778456983931e-13       1.340816706656e-11       2.573213867960e-15       7.039167827082e-13       1.487900765356e-13       2.158011083809e-15 
