# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1346       6.721304345180e-11       2.632008726531e-12       1.553281930889e-12       8.133063144547e-15       1.668274374606e-15       3.282431559790e-16       6.372430657538e-17 
 1347       6.676558422436e-11       2.645013621655e-12       1.510783170586e-12       8.122822347494e-15       1.663267440076e-15       3.239754308250e-16       6.401648471317e-17 
 1348       6.632317363555e-11       2.657730611150e-12       1.466990492411e-12       8.112608496218e-15       1.658278610405e-15       3.197137047533e-16       6.429747528245e-17 
 1349       6.588593180843e-11       2.670151356803e-12       1.421935503492e-12       8.102423669057e-15       1.653307803517e-15       3.154576929342e-16       6.456730641263e-17 
 1350       6.545397945853e-11       2.682267477067e-12       1.375650022295e-12       8.092269955440e-15       1.648354936237e-15       3.112071085509e-16       6.482600663053e-17 
 1351       6.502743789479e-11       2.694070546985e-12       1.328166079023e-12       8.082149455912e-15       1.643419924282e-15       3.069616627953e-16       6.507360486129e-17 
 1352       6.460642902065e-11       2.705552098111e-12       1.279515916026e-12       8.072064282151e-15       1.638502682266e-15       3.027210648648e-16       6.531013042921e-17 
 1353       6.419107533503e-11       2.716703618436e-12       1.229731988202e-12       8.062016556987e-15       1.633603123689e-15       2.984850219575e-16       6.553561305870e-17 
 1354       6.378149993334e-11       2.727516552310e-12       1.178846963408e-12       8.052008414422e-15       1.628721160942e-15       2.942532392690e-16       6.575008287511e-17 
 1355       6.337782650852e-11       2.737982300368e-12       1.126893722861e-12       8.042041999653e-15       1.623856705301e-15       2.900254199881e-16       6.595357040561e-17 
 1356       6.298017935205e-11       2.748092219451e-12       1.073905361547e-12       8.032119469085e-15       1.619009666922e-15       2.858012652928e-16       6.614610658009e-17 
 1357       6.258868335495e-11       2.757837622531e-12       1.019915188622e-12       8.022242990357e-15       1.614179954845e-15       2.815804743469e-16       6.632772273205e-17 
 1358       6.220346400881e-11       2.767209778635e-12       9.649567278236e-13       8.012414742354e-15       1.609367476986e-15       2.773627442953e-16       6.649845059943e-17 
 1359       6.182464740681e-11       2.776199912767e-12       9.090637178722e-13       8.002636915237e-15       1.604572140136e-15       2.731477702609e-16       6.665832232556e-17 
 1360       6.145236024472e-11       2.784799205833e-12       8.522701128776e-13       7.992911710451e-15       1.599793849959e-15       2.689352453401e-16       6.680737046000e-17 
 1361       6.108672982196e-11       2.792998794565e-12       7.946100827452e-13       7.983241340754e-15       1.595032510991e-15       2.647248605990e-16       6.694562795940e-17 
 1362       6.072788404253e-11       2.800789771443e-12       7.361180135808e-13       7.973628030230e-15       1.590288026633e-15       2.605163050696e-16       6.707312818843e-17 
 1363       6.037592726500e-11       2.808164749375e-12       6.768283928527e-13       7.964073730585e-15       1.585560307766e-15       2.563095848698e-16       6.718991043548e-17 
 1364       6.003086756653e-11       2.815122574250e-12       6.167754627110e-13       7.954579266645e-15       1.580849298680e-15       2.521059843178e-16       6.729603652273e-17 
 1365       5.969268870050e-11       2.821663662793e-12       5.559935637556e-13       7.945145181732e-15       1.576154951419e-15       2.479071151206e-16       6.739157437604e-17 
 1366       5.936137417629e-11       2.827788442416e-12       4.945172503404e-13       7.935772020553e-15       1.571477217187e-15       2.437145982030e-16       6.747659252750e-17 
 1367       5.903690725874e-11       2.833497351247e-12       4.323812909715e-13       7.926460329207e-15       1.566816046348e-15       2.395300637237e-16       6.755116011665e-17 
 1368       5.871927096760e-11       2.838790838153e-12       3.696206687055e-13       7.917210655184e-15       1.562171388424e-15       2.353551510921e-16       6.761534689176e-17 
 1369       5.840844807701e-11       2.843669362764e-12       3.062705815475e-13       7.908023547368e-15       1.557543192093e-15       2.311915089851e-16       6.766922321102e-17 
 1370       5.810442111491e-11       2.848133395500e-12       2.423664428491e-13       7.898899556036e-15       1.552931405187e-15       2.270407953638e-16       6.771286004382e-17 
 1371       5.780717236256e-11       2.852183417592e-12       1.779438817068e-13       7.889839232858e-15       1.548335974689e-15       2.229046774900e-16       6.774632897193e-17 
 1372       5.751668385394e-11       2.855819921112e-12       1.130387433599e-13       7.880843130904e-15       1.543756846734e-15       2.187848319429e-16       6.776970219082e-17 
 1373       5.723293737526e-11       2.859043408991e-12       4.768708958875e-14       7.871911804639e-15       1.539193966604e-15       2.146829446358e-16       6.778305251081e-17 
 1374       5.695591446436e-11       2.861854395049e-12      -1.807480088719e-14       7.863045809927e-15       1.534647278726e-15       2.106007108332e-16       6.778645335836e-17 
 1375       5.668559641024e-11       2.864253404017e-12      -8.421043201117e-14       7.854245704033e-15       1.530116726674e-15       2.065398351665e-16       6.777997877729e-17 
 1376       5.642196425243e-11       2.866240971562e-12      -1.506830899910e-13       7.845512045622e-15       1.525602253161e-15       2.025020316519e-16       6.776370343001e-17 
 1377       5.616499878053e-11       2.867817644313e-12      -2.174558429012e-13       7.836845394762e-15       1.521103800042e-15       1.984890237058e-16       6.773770259879e-17 
 1378       5.591468053361e-11       2.868983979883e-12      -2.844915402842e-13       7.828246312924e-15       1.516621308311e-15       1.945025441627e-16       6.770205218693e-17 
 1379       5.567098979970e-11       2.869740546897e-12      -3.517528127531e-13       7.819715362983e-15       1.512154718097e-15       1.905443352910e-16       6.765682872009e-17 
 1380       5.543390661524e-11       2.870087925013e-12      -4.192020715928e-13       7.811253109222e-15       1.507703968664e-15       1.866161488100e-16       6.760210934744e-17 
 1381       5.520341076453e-11       2.870026704950e-12      -4.868015083623e-13       7.802860117329e-15       1.503268998409e-15       1.827197459066e-16       6.753797184293e-17 
 1382       5.497948177918e-11       2.869557488510e-12      -5.545130944964e-13       7.794536954401e-15       1.498849744857e-15       1.788568972520e-16       6.746449460654e-17 
 1383       5.476209893759e-11       2.868680888604e-12      -6.222985809076e-13       7.786284188945e-15       1.494446144665e-15       1.750293830181e-16       6.738175666551e-17 
 1384       5.455124126440e-11       2.867397529277e-12      -6.901194975880e-13       7.778102390879e-15       1.490058133615e-15       1.712389928946e-16       6.728983767557e-17 
 1385       5.434688752995e-11       2.865708045731e-12      -7.579371532112e-13       7.769992131530e-15       1.485685646612e-15       1.674875261055e-16       6.718881792217e-17 
 1386       5.414901624972e-11       2.863613084352e-12      -8.257126347341e-13       7.761953983643e-15       1.481328617687e-15       1.637767914254e-16       6.707877832173e-17 
 1387       5.395760568380e-11       2.861113302730e-12      -8.934068069986e-13       7.753988521373e-15       1.476986979989e-15       1.601086071969e-16       6.695980042286e-17 
 1388       5.377263383635e-11       2.858209369692e-12      -9.609803123341e-13       7.746096320293e-15       1.472660665788e-15       1.564848013467e-16       6.683196640764e-17 
 1389       5.359407845506e-11       2.854901965317e-12      -1.028393570158e-12       7.738277957391e-15       1.468349606467e-15       1.529072114024e-16       6.669535909279e-17 
 1390       5.342191703060e-11       2.851191780967e-12      -1.095606776581e-12       7.730534011074e-15       1.464053732529e-15       1.493776845096e-16       6.655006193096e-17 
 1391       5.325612679608e-11       2.847079519310e-12      -1.162579904002e-12       7.722865061168e-15       1.459772973586e-15       1.458980774478e-16       6.639615901195e-17 
 1392       5.309668472651e-11       2.842565894343e-12      -1.229272700720e-12       7.715271688919e-15       1.455507258362e-15       1.424702566478e-16       6.623373506395e-17 
 1393       5.294356753825e-11       2.837651631421e-12      -1.295644690525e-12       7.707754476996e-15       1.451256514690e-15       1.390960982079e-16       6.606287545474e-17 
 1394       5.279675168846e-11       2.832337467276e-12      -1.361655172310e-12       7.700314009488e-15       1.447020669512e-15       1.357774879108e-16       6.588366619300e-17 
 1395       5.265621337461e-11       2.826624150045e-12      -1.427263219665e-12       7.692950871909e-15       1.442799648871e-15       1.325163212403e-16       6.569619392948e-17 
 1396       5.252192853387e-11       2.820512439294e-12      -1.492427680483e-12       7.685665651200e-15       1.438593377917e-15       1.293145033978e-16       6.550054595827e-17 
 1397       5.239387284259e-11       2.814003106043e-12      -1.557107176562e-12       7.678458935725e-15       1.434401780899e-15       1.261739493193e-16       6.529681021804e-17 
 1398       5.227202171577e-11       2.807096932789e-12      -1.621260103203e-12       7.671331315279e-15       1.430224781166e-15       1.230965836916e-16       6.508507529323e-17 
 1399       5.215635030653e-11       2.799794713534e-12      -1.684844628819e-12       7.664283381083e-15       1.426062301164e-15       1.200843409694e-16       6.486543041537e-17 
 1400       5.204683350553e-11       2.792097253806e-12      -1.747818694528e-12       7.657315725790e-15       1.421914262434e-15       1.171391653918e-16       6.463796546423e-17 
 1401       5.194344594044e-11       2.784005370684e-12      -1.810140013762e-12       7.650428943482e-15       1.417780585610e-15       1.142630109990e-16       6.440277096911e-17 
 1402       5.184614957715e-11       2.775520868769e-12      -1.871770478241e-12       7.643623379482e-15       1.413661197318e-15       1.114572553033e-16       6.415993637567e-17 
 1403       5.175485638293e-11       2.766649479169e-12      -1.932689426988e-12       7.636898376921e-15       1.409556050945e-15       1.087209335782e-16       6.390954482411e-17 
 1404       5.166946527273e-11       2.757397951219e-12      -1.992880514927e-12       7.630253022312e-15       1.405465106081e-15       1.060524861848e-16       6.365167831900e-17 
 1405       5.158987447080e-11       2.747773079397e-12      -2.052327318936e-12       7.623686395019e-15       1.401388321639e-15       1.034503432274e-16       6.338641945983e-17 
 1406       5.151598150941e-11       2.737781703416e-12      -2.111013337723e-12       7.617197567239e-15       1.397325655851e-15       1.009129245342e-16       6.311385144215e-17 
 1407       5.144768322754e-11       2.727430708303e-12      -2.168921991689e-12       7.610785603988e-15       1.393277066270e-15       9.843863963866e-17       6.283405805872e-17 
 1408       5.138487576959e-11       2.716727024485e-12      -2.226036622804e-12       7.604449563093e-15       1.389242509767e-15       9.602588775975e-17       6.254712370062e-17 
 1409       5.132745458407e-11       2.705677627873e-12      -2.282340494477e-12       7.598188495170e-15       1.385221942527e-15       9.367305778336e-17       6.225313335837e-17 
 1410       5.127531442231e-11       2.694289539944e-12      -2.337816791425e-12       7.592001443615e-15       1.381215320053e-15       9.137852824300e-17       6.195217262311e-17 
 1411       5.122834933715e-11       2.682569827831e-12      -2.392448619545e-12       7.585887444587e-15       1.377222597156e-15       8.914066730076e-17       6.164432768767e-17 
 1412       5.118645268166e-11       2.670525604400e-12      -2.446219005783e-12       7.579845526997e-15       1.373243727964e-15       8.695783272817e-17       6.132968534775e-17 
 1413       5.114951710783e-11       2.658164028339e-12      -2.499110898007e-12       7.573874712492e-15       1.369278665912e-15       8.482837188718e-17       6.100833300301e-17 
 1414       5.111743456525e-11       2.645492304242e-12      -2.551107164878e-12       7.567974015440e-15       1.365327363744e-15       8.275062171098e-17       6.068035865824e-17 
 1415       5.109009629986e-11       2.632517682688e-12      -2.602190595717e-12       7.562142442918e-15       1.361389773510e-15       8.072290868498e-17       6.034585092447e-17 
 1416       5.106739285261e-11       2.619247460333e-12      -2.652343900379e-12       7.556378994697e-15       1.357465846568e-15       7.874354882766e-17       6.000489902009e-17 
 1417       5.104921405819e-11       2.605688979988e-12      -2.701549709123e-12       7.550682663229e-15       1.353555533578e-15       7.681084767153e-17       5.965759277201e-17 
 1418       5.103544904369e-11       2.591849630706e-12      -2.749790572481e-12       7.545052433629e-15       1.349658784501e-15       7.492310024398e-17       5.930402261677e-17 
 1419       5.102598622734e-11       2.577736847867e-12      -2.797048961133e-12       7.539487283668e-15       1.345775548603e-15       7.307859104823e-17       5.894427960166e-17 
 1420       5.102071331721e-11       2.563358113258e-12      -2.843307265773e-12       7.533986183752e-15       1.341905774445e-15       7.127559404421e-17       5.857845538590e-17 
 1421       5.101951730989e-11       2.548720955163e-12      -2.888547796980e-12       7.528548096912e-15       1.338049409888e-15       6.951237262949e-17       5.820664224170e-17 
 1422       5.102228448920e-11       2.533832948440e-12      -2.932752785092e-12       7.523171978787e-15       1.334206402088e-15       6.778717962016e-17       5.782893305546e-17 
 1423       5.102890042489e-11       2.518701714614e-12      -2.975904380076e-12       7.517856777615e-15       1.330376697497e-15       6.609825723174e-17       5.744542132884e-17 
 1424       5.103924997136e-11       2.503334921953e-12      -3.017984651394e-12       7.512601434212e-15       1.326560241860e-15       6.444383706012e-17       5.705620117996e-17 
 1425       5.105321726632e-11       2.487740285556e-12      -3.058975587881e-12       7.507404881963e-15       1.322756980212e-15       6.282214006241e-17       5.666136734444e-17 
 1426       5.107068572953e-11       2.471925567439e-12      -3.098859097610e-12       7.502266046807e-15       1.318966856880e-15       6.123137653790e-17       5.626101517662e-17 
 1427       5.109153806149e-11       2.455898576615e-12      -3.137617007764e-12       7.497183847223e-15       1.315189815478e-15       5.966974610893e-17       5.585524065065e-17 
 1428       5.111565624214e-11       2.439667169181e-12      -3.175231064508e-12       7.492157194213e-15       1.311425798908e-15       5.813543770182e-17       5.544414036160e-17 
 1429       5.114292152954e-11       2.423239248400e-12      -3.211682932861e-12       7.487184991292e-15       1.307674749357e-15       5.662662952775e-17       5.502781152665e-17 
 1430       5.117321445861e-11       2.406622764787e-12      -3.246954196561e-12       7.482266134472e-15       1.303936608296e-15       5.514148906369e-17       5.460635198614e-17 
 1431       5.120641483982e-11       2.389825716195e-12      -3.281026357942e-12       7.477399512248e-15       1.300211316479e-15       5.367817303330e-17       5.417986020479e-17 
 1432       5.124240175785e-11       2.372856147893e-12      -3.313880837801e-12       7.472584005584e-15       1.296498813940e-15       5.223482738783e-17       5.374843527276e-17 
 1433       5.128105357036e-11       2.355722152656e-12      -3.345498975271e-12       7.467818487900e-15       1.292799039992e-15       5.080958728701e-17       5.331217690682e-17 
 1434       5.132224790664e-11       2.338431870848e-12      -3.375862027688e-12       7.463101825055e-15       1.289111933228e-15       4.940057708002e-17       5.287118545147e-17 
 1435       5.136586166632e-11       2.320993490503e-12      -3.404951170467e-12       7.458432875336e-15       1.285437431514e-15       4.800591028630e-17       5.242556188006e-17 
 1436       5.141177101808e-11       2.303415247414e-12      -3.432747496968e-12       7.453810489445e-15       1.281775471993e-15       4.662368957655e-17       5.197540779594e-17 
 1437       5.145985139837e-11       2.285705425212e-12      -3.459232018368e-12       7.449233510479e-15       1.278125991081e-15       4.525200675358e-17       5.152082543357e-17 
 1438       5.150997751007e-11       2.267872355456e-12      -3.484385663534e-12       7.444700773921e-15       1.274488924465e-15       4.388894273321e-17       5.106191765967e-17 
 1439       5.156202332122e-11       2.249924417711e-12      -3.508189278891e-12       7.440211107627e-15       1.270864207102e-15       4.253256752522e-17       5.059878797436e-17 
 1440       5.161586206370e-11       2.231870039637e-12      -3.530623628294e-12       7.435763331806e-15       1.267251773218e-15       4.118094021424e-17       5.013154051224e-17 
 1441       5.167137155848e-11       2.213717492545e-12      -3.551674198505e-12       7.431356216660e-15       1.263651561881e-15       3.983258746202e-17       4.966027582369e-17 
 1442       5.172845025291e-11       2.195474275626e-12      -3.571345669245e-12       7.426988354833e-15       1.260063533783e-15       3.848794436588e-17       4.918507816943e-17 
 1443       5.178700134363e-11       2.177147725644e-12      -3.589647589748e-12       7.422658287639e-15       1.256487654626e-15       3.714792818587e-17       4.870602809927e-17 
 1444       5.184692746376e-11       2.158745220960e-12      -3.606589586620e-12       7.418364547278e-15       1.252923889560e-15       3.581346115883e-17       4.822320666110e-17 
 1445       5.190813068196e-11       2.140274181610e-12      -3.622181363997e-12       7.414105656816e-15       1.249372203181e-15       3.448547050696e-17       4.773669540188e-17 
 1446       5.197051250142e-11       2.121742069375e-12      -3.636432703683e-12       7.409880130177e-15       1.245832559534e-15       3.316488844633e-17       4.724657636843e-17 
 1447       5.203397385888e-11       2.103156387851e-12      -3.649353465308e-12       7.405686472118e-15       1.242304922107e-15       3.185265219544e-17       4.675293210839e-17 
 1448       5.209841512361e-11       2.084524682527e-12      -3.660953586468e-12       7.401523178219e-15       1.238789253832e-15       3.054970398373e-17       4.625584567108e-17 
 1449       5.216373609647e-11       2.065854540854e-12      -3.671243082877e-12       7.397388734861e-15       1.235285517084e-15       2.925699106018e-17       4.575540060838e-17 
 1450       5.222983600885e-11       2.047153592317e-12      -3.680232048518e-12       7.393281619214e-15       1.231793673678e-15       2.797546570178e-17       4.525168097562e-17 
 1451       5.229661352176e-11       2.028429508506e-12      -3.687930655784e-12       7.389200299218e-15       1.228313684871e-15       2.670608522213e-17       4.474477133247e-17 
 1452       5.236396672476e-11       2.009690003195e-12      -3.694349155633e-12       7.385143233565e-15       1.224845511358e-15       2.544981197995e-17       4.423475674384e-17 
 1453       5.243179313502e-11       1.990942832406e-12      -3.699497877733e-12       7.381108871689e-15       1.221389113271e-15       2.420761338761e-17       4.372172278076e-17 
 1454       5.249998969632e-11       1.972195794486e-12      -3.703387230611e-12       7.377095653742e-15       1.217944450180e-15       2.298046191971e-17       4.320575552123e-17 
 1455       5.256845277805e-11       1.953456730179e-12      -3.706027701799e-12       7.373102010580e-15       1.214511481088e-15       2.176933512158e-17       4.268694155118e-17 
 1456       5.263707817420e-11       1.934733522698e-12      -3.707429857987e-12       7.369126363750e-15       1.211090164434e-15       2.057521561786e-17       4.216536796530e-17 
 1457       5.270576110243e-11       1.916034097797e-12      -3.707604345166e-12       7.365167125467e-15       1.207680458090e-15       1.939909112099e-17       4.164112236794e-17 
 1458       5.277439620299e-11       1.897366423842e-12      -3.706561888780e-12       7.361222698604e-15       1.204282319357e-15       1.824195443981e-17       4.111429287400e-17 
 1459       5.284287753783e-11       1.878738511888e-12      -3.704313293874e-12       7.357291476671e-15       1.200895704970e-15       1.710480348806e-17       4.058496810983e-17 
 1460       5.291109858951e-11       1.860158415746e-12      -3.700869445237e-12       7.353371843801e-15       1.197520571090e-15       1.598864129292e-17       4.005323721410e-17 
 1461       5.297895226029e-11       1.841634232058e-12      -3.696241307559e-12       7.349462174731e-15       1.194156873308e-15       1.489447600357e-17       3.951918983869e-17 
 1462       5.304633087108e-11       1.823174100369e-12      -3.690439925571e-12       7.345560834789e-15       1.190804566641e-15       1.382332089973e-17       3.898291614959e-17 
 1463       5.311312616049e-11       1.804786203201e-12      -3.683476424199e-12       7.341666179873e-15       1.187463605531e-15       1.277619440020e-17       3.844450682777e-17 
 1464       5.317922928381e-11       1.786478766121e-12      -3.675362008708e-12       7.337776556440e-15       1.184133943845e-15       1.175412007136e-17       3.790405307007e-17 
 1465       5.324453081204e-11       1.768260057818e-12      -3.666107964853e-12       7.333890301484e-15       1.180815534874e-15       1.075812663580e-17       3.736164659010e-17 
 1466       5.330892073089e-11       1.750138390172e-12      -3.655725659026e-12       7.330005742524e-15       1.177508331328e-15       9.789247980752e-18       3.681737961912e-17 
 1467       5.337228843978e-11       1.732122118330e-12      -3.644226538406e-12       7.326121197583e-15       1.174212285342e-15       8.848523166720e-18       3.627134490691e-17 
 1468       5.343452275086e-11       1.714219640775e-12      -3.631622131103e-12       7.322234975176e-15       1.170927348466e-15       7.936996435973e-18       3.572363572270e-17 
 1469       5.349551188801e-11       1.696439399398e-12      -3.617924046311e-12       7.318345374291e-15       1.167653471672e-15       7.055717221100e-18       3.517434585602e-17 
 1470       5.355514348587e-11       1.678789879575e-12      -3.603143974454e-12       7.314450684373e-15       1.164390605346e-15       6.205740153550e-18       3.462356961758e-17 
 1471       5.361330458883e-11       1.661279610233e-12      -3.587293687334e-12       7.310549185307e-15       1.161138699292e-15       5.388125072172e-18       3.407140184019e-17 
 1472       5.366988165003e-11       1.643917163928e-12      -3.570385038279e-12       7.306639147402e-15       1.157897702728e-15       4.603937031755e-18       3.351793787963e-17 
 1473       5.372476053039e-11       1.626711156914e-12      -3.552429962293e-12       7.302718831374e-15       1.154667564285e-15       3.854246311570e-18       3.296327361555e-17 
 1474       5.377782649761e-11       1.609670249216e-12      -3.533440476202e-12       7.298786488333e-15       1.151448232006e-15       3.140128423911e-18       3.240750545233e-17 
 1475       5.382896422519e-11       1.592803144705e-12      -3.513428678805e-12       7.294840359758e-15       1.148239653346e-15       2.462664122632e-18       3.185073031999e-17 
 1476       5.387805779139e-11       1.576118591164e-12      -3.492406751017e-12       7.290878677491e-15       1.145041775169e-15       1.822939411695e-18       3.129304567507e-17 
 1477       5.392499067833e-11       1.559625380368e-12      -3.470386956024e-12       7.286899663712e-15       1.141854543748e-15       1.222045553703e-18       3.073454950151e-17 
 1478       5.396964577090e-11       1.543332348151e-12      -3.447381639427e-12       7.282901530928e-15       1.138677904763e-15       6.610790784465e-19       3.017534031156e-17 
 1479       5.401190535583e-11       1.527248374481e-12      -3.423403229390e-12       7.278882481953e-15       1.135511803300e-15       1.411417914404e-19       2.961551714666e-17 
 1480       5.405166660992e-11       1.511381330270e-12      -3.398466034616e-12       7.274840872273e-15       1.132356188393e-15      -3.369272651762e-19       2.905517421896e-17 
 1481       5.408888823409e-11       1.495734906279e-12      -3.372591657406e-12       7.270775698918e-15       1.129211026695e-15      -7.733588448420e-19       2.849438477638e-17 
 1482       5.412354427824e-11       1.480311753017e-12      -3.345803634387e-12       7.266686116391e-15       1.126076288940e-15      -1.168654422879e-18       2.793321707990e-17 
 1483       5.415560869364e-11       1.465114531177e-12      -3.318125643791e-12       7.262571274711e-15       1.122951945410e-15      -1.523318878701e-18       2.737173974898e-17 
 1484       5.418505533283e-11       1.450145911649e-12      -3.289581505697e-12       7.258430319415e-15       1.119837965936e-15      -1.837860501950e-18       2.681002176221e-17 
 1485       5.421185794946e-11       1.435408575533e-12      -3.260195182281e-12       7.254262391544e-15       1.116734319894e-15      -2.112790998629e-18       2.624813245785e-17 
 1486       5.423599019815e-11       1.420905214156e-12      -3.229990778062e-12       7.250066627637e-15       1.113640976209e-15      -2.348625497239e-18       2.568614153445e-17 
 1487       5.425742563435e-11       1.406638529086e-12      -3.198992540147e-12       7.245842159725e-15       1.110557903349e-15      -2.545882554906e-18       2.512411905144e-17 
 1488       5.427613771418e-11       1.392611232146e-12      -3.167224858479e-12       7.241588115320e-15       1.107485069326e-15      -2.705084163525e-18       2.456213542973e-17 
 1489       5.429209979433e-11       1.378826045430e-12      -3.134712266084e-12       7.237303617412e-15       1.104422441696e-15      -2.826755755886e-18       2.400026145229e-17 
 1490       5.430528513185e-11       1.365285701316e-12      -3.101479439317e-12       7.232987784456e-15       1.101369987557e-15      -2.911426211812e-18       2.343856826475e-17 
 1491       5.431566688408e-11       1.351992942481e-12      -3.067551198108e-12       7.228639730369e-15       1.098327673549e-15      -2.959627864294e-18       2.287712737599e-17 
 1492       5.432321810844e-11       1.338950521919e-12      -3.032952506211e-12       7.224258564521e-15       1.095295465850e-15      -2.971896505624e-18       2.231601065876e-17 
 1493       5.432791176234e-11       1.326161202950e-12      -2.997708471446e-12       7.219843391726e-15       1.092273330180e-15      -2.948771393526e-18       2.175529035022e-17 
 1494       5.432972070301e-11       1.313627759240e-12      -2.961844345951e-12       7.215393312236e-15       1.089261231796e-15      -2.890795257297e-18       2.119503905260e-17 
 1495       5.432861768734e-11       1.301352974813e-12      -2.925385526426e-12       7.210907421731e-15       1.086259135492e-15      -2.798514303934e-18       2.063532973372e-17 
 1496       5.432457537180e-11       1.289339644063e-12      -2.888357554380e-12       7.206384811315e-15       1.083267005599e-15      -2.672478224275e-18       2.007623572766e-17 
 1497       5.431756631221e-11       1.277590571778e-12      -2.850786116377e-12       7.201824567506e-15       1.080284805984e-15      -2.513240199127e-18       1.951783073530e-17 
 1498       5.430756296367e-11       1.266108573142e-12      -2.812697044283e-12       7.197225772228e-15       1.077312500046e-15      -2.321356905405e-18       1.896018882494e-17 
 1499       5.429453768039e-11       1.254896473760e-12      -2.774116315513e-12       7.192587502807e-15       1.074350050721e-15      -2.097388522264e-18       1.840338443286e-17 
 1500       5.427846271553e-11       1.243957109668e-12      -2.735070053278e-12       7.187908831957e-15       1.071397420476e-15      -1.841898737231e-18       1.784749236397e-17 
 1501       5.425931022108e-11       1.233293327349e-12      -2.695584526831e-12       7.183188827778e-15       1.068454571308e-15      -1.555454752345e-18       1.729258779235e-17 
 1502       5.423705224770e-11       1.222907983747e-12      -2.655686151713e-12       7.178426553746e-15       1.065521464747e-15      -1.238627290286e-18       1.673874626188e-17 
 1503       5.421166074461e-11       1.212803946282e-12      -2.615401490001e-12       7.173621068706e-15       1.062598061852e-15      -8.919906005108e-19       1.618604368682e-17 
 1504       5.418310755939e-11       1.202984092863e-12      -2.574757250554e-12       7.168771426865e-15       1.059684323210e-15      -5.161224653888e-19       1.563455635238e-17 
 1505       5.415136443791e-11       1.193451311908e-12      -2.533780289260e-12       7.163876677781e-15       1.056780208936e-15      -1.116042063338e-19       1.508436091537e-17 
 1506       5.411640302410e-11       1.184208502352e-12      -2.492497609282e-12       7.158935866361e-15       1.053885678673e-15       3.209793100608e-19       1.453553440474e-17 
 1507       5.407819485989e-11       1.175258573666e-12      -2.450936361303e-12       7.153948032849e-15       1.051000691587e-15       7.810396658873e-19       1.398815422219e-17 
 1508       5.403671138500e-11       1.166604445870e-12      -2.409123843778e-12       7.148912212817e-15       1.048125206372e-15       1.267984885790e-18       1.344229814280e-17 
 1509       5.399192393687e-11       1.158249049549e-12      -2.367087503176e-12       7.143827437166e-15       1.045259181244e-15       1.781219430832e-18       1.289804431555e-17 
 1510       5.394380375042e-11       1.150195325866e-12      -2.324854934227e-12       7.138692732107e-15       1.042402573942e-15       2.320144192359e-18       1.235547126398e-17 
 1511       5.389232195801e-11       1.142446226579e-12      -2.282453880169e-12       7.133507119162e-15       1.039555341728e-15       2.884156485865e-18       1.181465788677e-17 
 1512       5.383744958920e-11       1.135004714052e-12      -2.239912232997e-12       7.128269615151e-15       1.036717441384e-15       3.472650044862e-18       1.127568345830e-17 
 1513       5.377915757070e-11       1.127873761273e-12      -2.197258033708e-12       7.122979232189e-15       1.033888829212e-15       4.085015014741e-18       1.073862762928e-17 
 1514       5.371741672615e-11       1.121056351869e-12      -2.154519472544e-12       7.117634977675e-15       1.031069461034e-15       4.720637946640e-18       1.020357042732e-17 
 1515       5.365219777602e-11       1.114555480117e-12      -2.111724889247e-12       7.112235854284e-15       1.028259292189e-15       5.378901791311e-18       9.670592257561e-18 
 1516       5.358347133744e-11       1.108374150964e-12      -2.068902773296e-12       7.106780859962e-15       1.025458277534e-15       6.059185892981e-18       9.139773903210e-18 
 1517       5.351120792410e-11       1.102515380035e-12      -2.026081764162e-12       7.101268987919e-15       1.022666371441e-15       6.760865983224e-18       8.611196526187e-18 
 1518       5.343537794606e-11       1.096982193654e-12      -1.983290651548e-12       7.095699226615e-15       1.019883527799e-15       7.483314174825e-18       8.084941667691e-18 
 1519       5.335596436796e-11       1.091776609963e-12      -1.940556491539e-12       7.090070776860e-15       1.017109703742e-15       8.225922199148e-18       7.561084695768e-18 
 1520       5.327300081730e-11       1.086896571522e-12      -1.897898934688e-12       7.084383705382e-15       1.014344870883e-15       8.988171375357e-18       7.039675077769e-18 
 1521       5.318653384284e-11       1.082338983199e-12      -1.855335843803e-12       7.078638297535e-15       1.011589004190e-15       9.769563302753e-18       6.520755919109e-18 
 1522       5.309661029008e-11       1.078100728350e-12      -1.812885173237e-12       7.072834840771e-15       1.008842078260e-15       1.056959667349e-17       6.004370499311e-18 
 1523       5.300327730176e-11       1.074178668773e-12      -1.770564969041e-12       7.066973624647e-15       1.006104067317e-15       1.138776726765e-17       5.490562272261e-18 
 1524       5.290658231841e-11       1.070569644678e-12      -1.728393369111e-12       7.061054940828e-15       1.003374945214e-15       1.222356794831e-17       4.979374866462e-18 
 1525       5.280657307881e-11       1.067270474640e-12      -1.686388603333e-12       7.055079083090e-15       1.000654685432e-15       1.307648865664e-17       4.470852085288e-18 
